t_ms,ax_g,ay_g,az_g,label
7160,0.098576,0.050203,1.510848,UPDOWN
7178,0.083875,0.04514,1.3359,UPDOWN
7195,0.076677,0.035685,1.182363,UPDOWN
7213,0.068015,0.005185,1.028216,UPDOWN
7231,0.069296,-0.028975,0.848815,UPDOWN
7247,0.063989,-0.040016,0.638548,UPDOWN
7264,0.076555,-0.068869,0.47702,UPDOWN
7282,0.082472,-0.089365,0.379664,UPDOWN
7300,0.086376,-0.100772,0.302377,UPDOWN
7318,0.075213,-0.100345,0.264191,UPDOWN
7335,0.064172,-0.083021,0.225883,UPDOWN
7353,0.05978,-0.08052,0.223992,UPDOWN
7369,0.040992,-0.083204,0.246379,UPDOWN
7387,0.042761,-0.06954,0.299205,UPDOWN
7405,0.082472,-0.036173,0.43188,UPDOWN
7422,0.081923,-0.023485,0.54046,UPDOWN
7440,0.05978,0.010492,0.631716,UPDOWN
7458,0.030744,0.011773,0.800747,UPDOWN
7476,0.002867,0.014152,0.994056,UPDOWN
7493,0.008296,0.006771,1.205665,UPDOWN
7509,0.056852,0.005429,1.388604,UPDOWN
7526,0.079605,0.072895,1.565992,UPDOWN
7544,0.090219,0.023424,1.783457,UPDOWN
7562,0.085644,0.044103,1.937848,UPDOWN
7580,0.08174,0.101504,1.998604,UPDOWN
7597,0.087169,0.11346,1.998604,UPDOWN
7615,0.063379,0.089548,1.951207,UPDOWN
7633,0.058255,0.077836,1.779797,UPDOWN
7650,0.058255,0.060329,1.539152,UPDOWN
7668,0.034343,0.037088,1.311012,UPDOWN
7684,0.011224,0.026596,1.10898,UPDOWN
7701,-0.000732,0.041297,0.940437,UPDOWN
7719,0.019703,0.051667,0.811788,UPDOWN
7737,0.037637,0.016287,0.705648,UPDOWN
7754,0.054168,-0.018849,0.585783,UPDOWN
7772,0.060573,-0.033367,0.485255,UPDOWN
7790,0.054595,-0.047336,0.397964,UPDOWN
7808,0.065941,-0.047031,0.330315,UPDOWN
7824,0.105103,-0.06222,0.292251,UPDOWN
7841,0.122,-0.096685,0.268156,UPDOWN
7859,0.111569,-0.124196,0.285175,UPDOWN
7877,0.086132,-0.148108,0.304512,UPDOWN
7895,0.07564,-0.119987,0.343308,UPDOWN
7912,0.066307,-0.066185,0.413336,UPDOWN
7930,0.061488,-0.0305,0.544608,UPDOWN
7946,0.02806,-0.031964,0.718824,UPDOWN
7964,0.007564,-0.022021,0.873032,UPDOWN
7981,0.049044,0.029524,1.014613,UPDOWN
7999,0.121268,0.086071,1.206824,UPDOWN
8017,0.166591,0.125965,1.458388,UPDOWN
8035,0.182756,0.088267,1.66408,UPDOWN
8052,0.193248,0.092415,1.833233,UPDOWN
8070,0.218197,0.133407,1.96298,UPDOWN
8088,0.237168,0.14396,1.998604,UPDOWN
8103,0.218868,0.127856,1.912289,UPDOWN
8121,0.169824,0.101931,1.756068,UPDOWN
8139,0.14762,0.085156,1.603019,UPDOWN
8156,0.125721,0.076067,1.447652,UPDOWN
8174,0.105164,0.071187,1.294359,UPDOWN
8192,0.08906,0.065453,1.122461,UPDOWN
8209,0.088999,0.055144,0.96868,UPDOWN
8227,0.093269,0.032696,0.847412,UPDOWN
8245,0.072407,0.000488,0.72224,UPDOWN
8262,0.05368,-0.02806,0.599081,UPDOWN
8278,0.078141,-0.043737,0.522343,UPDOWN
8296,0.086803,-0.058133,0.470249,UPDOWN
8314,0.086132,-0.062159,0.413885,UPDOWN
8332,0.093269,-0.067588,0.376492,UPDOWN
8349,0.074908,-0.076128,0.342393,UPDOWN
8367,0.066063,-0.093452,0.314333,UPDOWN
8385,0.035136,-0.108031,0.270352,UPDOWN
8401,0.047519,-0.112179,0.291885,UPDOWN
8418,0.044408,-0.109007,0.355447,UPDOWN
8436,0.032879,-0.096319,0.439932,UPDOWN
8454,0.03782,-0.080764,0.580476,UPDOWN
8472,-0.004392,-0.07442,0.750117,UPDOWN
8490,-0.012627,-0.05734,1.001864,UPDOWN
8505,0.021899,-0.023424,1.251476,UPDOWN
8523,0.096624,-0.002989,1.454179,UPDOWN
8541,0.097112,0.071919,1.552572,UPDOWN
8559,0.114253,0.077287,1.68726,UPDOWN
8576,0.148108,0.092537,1.83,UPDOWN
8594,0.191052,0.125721,1.92394,UPDOWN
8612,0.193492,0.11224,1.921195,UPDOWN
8629,0.181109,0.093879,1.815055,UPDOWN
8647,0.152256,0.075152,1.630347,UPDOWN
8663,0.128588,0.054229,1.462963,UPDOWN
8680,0.109495,0.047397,1.309121,UPDOWN
8698,0.100223,0.062159,1.182851,UPDOWN
8716,0.102907,0.06954,1.078724,UPDOWN
8734,0.088328,0.051484,0.972157,UPDOWN
8751,0.081252,0.020435,0.868396,UPDOWN
8769,0.076372,-0.014152,0.75274,UPDOWN
8787,0.074969,-0.044469,0.624152,UPDOWN
8804,0.080581,-0.056303,0.531493,UPDOWN
8820,0.077897,-0.072773,0.478667,UPDOWN
8838,0.082228,-0.075213,0.441152,UPDOWN
8856,0.098271,-0.109861,0.401136,UPDOWN
8874,0.067161,-0.129564,0.328485,UPDOWN
8891,0.047092,-0.129564,0.293776,UPDOWN
8909,0.050996,-0.132675,0.314943,UPDOWN
8925,0.08174,-0.113277,0.404552,UPDOWN
8943,0.025376,-0.112667,0.44164,UPDOWN
8960,0.030683,-0.076433,0.539789,UPDOWN
8978,0.013664,-0.052704,0.66734,UPDOWN
8996,0.002196,-0.034221,0.890173,UPDOWN
9014,0.043005,-0.016348,1.14314,UPDOWN
9032,0.1159,0.003965,1.338401,UPDOWN
9049,0.133773,0.055144,1.437892,UPDOWN
9065,0.138836,0.091256,1.532991,UPDOWN
9083,0.122,0.094489,1.690676,UPDOWN
9100,0.172752,0.073444,1.8239,UPDOWN
9118,0.226127,0.097356,1.878556,UPDOWN
9136,0.232715,0.112545,1.83366,UPDOWN
9153,0.199348,0.104249,1.735084,UPDOWN
9171,0.164212,0.084607,1.605459,UPDOWN
9189,0.144448,0.076311,1.433561,UPDOWN
9206,0.121268,0.082167,1.252147,UPDOWN
9224,0.114619,0.069845,1.101233,UPDOWN
9240,0.10614,0.045628,0.956236,UPDOWN
9257,0.089304,0.006405,0.80764,UPDOWN
9275,0.067283,-0.016653,0.660508,UPDOWN
9293,0.064416,-0.037515,0.548756,UPDOWN
9311,0.060085,-0.050447,0.476776,UPDOWN
9328,0.070699,-0.061549,0.423035,UPDOWN
9346,0.075396,-0.068015,0.352519,UPDOWN
9362,0.059963,-0.079117,0.292739,UPDOWN
9380,0.049593,-0.103639,0.307501,UPDOWN
9397,0.046787,-0.102663,0.345992,UPDOWN
9415,0.04026,-0.093757,0.392047,UPDOWN
9433,0.06588,-0.06832,0.479643,UPDOWN
9451,0.069052,-0.050752,0.588711,UPDOWN
9469,0.040748,-0.053924,0.743468,UPDOWN
9484,0.038552,-0.032635,0.920307,UPDOWN
9502,0.072651,-0.015128,1.085617,UPDOWN
