t_ms,ax_g,ay_g,az_g,label
4975,-0.317505,-0.051545,0.921039,CW
4993,-0.350628,-0.017141,0.905301,CW
5010,-0.384788,0.018544,0.82228,CW
5028,-0.378627,0.046543,0.743224,CW
5045,-0.341356,0.091073,0.726632,CW
5063,-0.318664,0.154208,0.772992,CW
5080,-0.263276,0.210633,0.836493,CW
5097,-0.13298,0.252967,0.901885,CW
5115,0.026169,0.277184,0.990396,CW
5132,0.134017,0.27572,1.044747,CW
5149,0.183488,0.311588,1.080615,CW
5167,0.256932,0.299205,1.098915,CW
5184,0.338184,0.273768,1.087996,CW
5201,0.449692,0.188185,1.101172,CW
5219,0.571448,0.087413,1.104405,CW
5236,0.641964,-0.011224,1.093669,CW
5253,0.664351,-0.099796,1.11142,CW
5271,0.595604,-0.166408,1.107821,CW
5288,0.472872,-0.209596,1.071648,CW
5306,0.34892,-0.2501,1.078968,CW
5323,0.230824,-0.260104,1.073356,CW
5343,0.072895,-0.213561,1.09068,CW
5360,-0.128161,-0.155611,1.094767,CW
5377,-0.308477,-0.088267,1.034865,CW
5395,-0.403088,-0.046848,0.998509,CW
5412,-0.424987,-0.025803,0.984357,CW
5430,-0.410347,-0.000549,0.944463,CW
5447,-0.379603,0.030073,0.864736,CW
5465,-0.323849,0.048861,0.815936,CW
5482,-0.294996,0.094489,0.824964,CW
5500,-0.290665,0.148596,0.811544,CW
5517,-0.253211,0.190259,0.790072,CW
5534,-0.161589,0.221308,0.814045,CW
5552,-0.049532,0.260287,0.895297,CW
5569,0.074908,0.282247,0.959652,CW
5587,0.177815,0.290787,1.021079,CW
5604,0.233569,0.285236,1.03212,CW
5621,0.273585,0.282796,0.991616,CW
5639,0.366976,0.257725,1.018761,CW
5656,0.489769,0.172752,1.092693,CW
5673,0.550037,0.089304,1.134661,CW
5690,0.574376,0,1.165588,CW
5708,0.592981,-0.112057,1.16632,CW
5725,0.562969,-0.227164,1.091473,CW
5745,0.453413,-0.320555,1.052128,CW
5762,0.288652,-0.344833,1.050359,CW
5779,0.096807,-0.323056,1.057252,CW
5797,-0.132797,-0.261873,1.073051,CW
