t_ms,ax_g,ay_g,az_g,label
7744,0.014884,0.021228,0.99918,idle
7762,0.014884,0.021167,0.998692,idle
7779,0.014823,0.021045,0.999668,idle
7797,0.015128,0.021228,0.999607,idle
7814,0.014213,0.021045,0.998936,idle
7832,0.014884,0.021228,0.999241,idle
7849,0.014945,0.020679,0.99918,idle
7867,0.014884,0.020679,0.999241,idle
7882,0.015128,0.021289,0.998692,idle
7900,0.01464,0.021045,0.998692,idle
7917,0.01464,0.02074,0.999424,idle
7935,0.01464,0.02074,0.998692,idle
7952,0.014701,0.020984,0.99918,idle
7970,0.015128,0.021289,0.999851,idle
7987,0.014945,0.020801,0.999485,idle
8005,0.015128,0.021045,0.999424,idle
8022,0.014884,0.021167,0.999912,idle
8040,0.015189,0.020984,0.998997,idle
8057,0.015128,0.020801,0.999607,idle
8075,0.015311,0.02074,0.999363,idle
8092,0.015677,0.02074,0.998692,idle
8110,0.015311,0.021228,0.999607,idle
8127,0.015311,0.021289,0.998753,idle
8145,0.015128,0.020984,0.99918,idle
8162,0.014579,0.020801,0.99918,idle
8180,0.015128,0.02074,0.999363,idle
8197,0.014884,0.020984,0.999363,idle
8215,0.014457,0.020984,0.998936,idle
8232,0.015067,0.020984,0.999363,idle
8250,0.014884,0.02074,0.998997,idle
8267,0.015372,0.020984,0.998509,idle
8285,0.015555,0.020679,0.999729,idle
8302,0.015311,0.020984,0.999424,idle
8320,0.014945,0.02074,0.998753,idle
8337,0.014457,0.021228,0.998692,idle
8355,0.014396,0.021228,0.99918,idle
8372,0.014396,0.021472,0.99918,idle
8390,0.014701,0.020923,0.998875,idle
8407,0.014945,0.021045,0.998997,idle
8424,0.015677,0.021045,0.99918,idle
8442,0.015128,0.021655,0.999912,idle
8459,0.015311,0.020984,0.998936,idle
8477,0.014701,0.020984,0.998936,idle
8494,0.014457,0.021289,0.998692,idle
8512,0.015128,0.021045,0.998692,idle
8529,0.01464,0.021167,0.998936,idle
8547,0.015311,0.020923,0.998936,idle
8564,0.015128,0.021228,0.998753,idle
8582,0.015311,0.020984,0.999912,idle
8599,0.01464,0.021167,0.998753,idle
8617,0.014396,0.021045,0.998997,idle
8634,0.014579,0.020984,0.998631,idle
8652,0.014335,0.020801,0.99918,idle
8669,0.014396,0.02074,0.99918,idle
8687,0.015433,0.020679,0.999363,idle
8704,0.015311,0.020801,0.998997,idle
8722,0.015311,0.021167,0.999363,idle
8739,0.01464,0.020984,0.999424,idle
8757,0.014884,0.02074,0.999729,idle
8774,0.014579,0.021228,0.999119,idle
8792,0.014945,0.020679,0.99918,idle
8809,0.015189,0.020557,0.998143,idle
8827,0.015311,0.020801,0.998631,idle
8844,0.015128,0.021472,0.999241,idle
8862,0.014701,0.02074,0.99918,idle
8879,0.014701,0.021228,0.999424,idle
8897,0.015067,0.021289,0.998631,idle
8914,0.01464,0.021472,0.99918,idle
8932,0.014579,0.020923,0.999363,idle
8949,0.015189,0.02074,0.99918,idle
8967,0.015311,0.020984,0.998875,idle
8984,0.014945,0.02074,0.998692,idle
9002,0.014884,0.021167,0.998875,idle
9019,0.015616,0.021167,0.999119,idle
9037,0.015128,0.021472,0.99918,idle
9054,0.015128,0.021472,0.998997,idle
9072,0.014457,0.020801,0.998875,idle
9089,0.014457,0.020984,0.998265,idle
9107,0.014945,0.02074,0.999363,idle
9124,0.015311,0.020801,0.998936,idle
9142,0.015067,0.020984,0.99918,idle
9159,0.014884,0.020984,0.998631,idle
9177,0.014884,0.020923,0.998692,idle
9194,0.014396,0.021655,0.998936,idle
9212,0.01464,0.020984,0.999668,idle
9229,0.014396,0.020984,0.99918,idle
9247,0.014823,0.020984,0.999241,idle
9264,0.014884,0.021167,0.998265,idle
9282,0.015128,0.021167,0.999241,idle
9299,0.015128,0.020801,0.99918,idle
9317,0.015067,0.02074,0.998875,idle
9334,0.015067,0.020923,0.999119,idle
9352,0.014884,0.020313,0.998509,idle
9369,0.014884,0.020679,0.99918,idle
9387,0.014579,0.020984,0.999973,idle
9404,0.014457,0.021472,0.998997,idle
9422,0.014823,0.02074,0.998997,idle
9439,0.015189,0.021045,0.998509,idle
9457,0.014884,0.020679,0.998692,idle
9474,0.014701,0.021045,0.999729,idle
9492,0.014823,0.021167,0.999485,idle
9509,0.014579,0.021228,0.999119,idle
9527,0.01464,0.021228,0.999119,idle
9544,0.014823,0.021228,0.999363,idle
9562,0.015677,0.020679,0.998936,idle
9579,0.015128,0.020801,0.998875,idle
9597,0.014823,0.021045,0.998753,idle
9614,0.014152,0.021411,0.99918,idle
9632,0.014457,0.021533,0.999424,idle
9649,0.014396,0.021167,0.999607,idle
9667,0.014396,0.02074,0.998753,idle
9684,0.015311,0.020557,0.998753,idle
9702,0.014945,0.020984,0.999668,idle
9719,0.015677,0.02074,0.999424,idle
9737,0.01464,0.021045,0.999851,idle
9754,0.01464,0.02074,0.998875,idle
9772,0.014945,0.021167,0.998936,idle
9789,0.014152,0.021411,0.999241,idle
9807,0.015067,0.02074,0.999668,idle
9824,0.014884,0.020801,0.998753,idle
9842,0.014884,0.020984,0.998936,idle
9859,0.014945,0.021472,0.998997,idle
9877,0.015189,0.021167,0.998997,idle
9894,0.015311,0.021167,0.999119,idle
9912,0.014945,0.020923,0.999241,idle
9929,0.014945,0.020496,0.99918,idle
9947,0.014457,0.021045,0.999119,idle
9964,0.014823,0.020984,0.999424,idle
9982,0.01464,0.020801,0.999119,idle
9999,0.014823,0.021411,0.999607,idle
10017,0.015128,0.021289,0.99918,idle
10032,0.015128,0.020984,0.999424,idle
10050,0.015311,0.020923,0.998997,idle
10068,0.014945,0.021228,0.998875,idle
10085,0.014884,0.021167,0.998753,idle
10103,0.014945,0.020923,0.999485,idle
10120,0.014396,0.020984,0.998509,idle
10138,0.015311,0.021228,0.998448,idle
10155,0.015128,0.02074,0.99918,idle
10173,0.015189,0.02074,0.998753,idle
10191,0.015128,0.020984,0.999424,idle
10208,0.015128,0.021045,0.999912,idle
10226,0.014396,0.021045,0.999424,idle
10243,0.014396,0.021228,0.999119,idle
10261,0.014335,0.021472,0.998753,idle
10279,0.015128,0.020557,0.998936,idle
10296,0.015372,0.021472,0.998265,idle
10314,0.015616,0.021167,0.998997,idle
10331,0.015372,0.021228,0.998936,idle
10349,0.014884,0.020984,0.998997,idle
10365,0.014884,0.021411,0.998875,idle
10382,0.014945,0.02074,0.998997,idle
10400,0.014152,0.021045,0.999424,idle
10417,0.014884,0.020557,0.999119,idle
10435,0.015067,0.020435,0.999668,idle
10452,0.014884,0.021228,0.998997,idle
10470,0.014701,0.020923,0.99918,idle
10488,0.014823,0.020984,0.99918,idle
